"name";"url";"year";"location";"invest";"description"
"MakeWorks";"http://www.collaborativeconsumption.com/directoryitem/makeworks/www.makeworks.com";"2013";"Toronto";"N/A";"“Digital, meet Physical.” MakeWorks is Toronto’s first shared lab for Startups, Makers and Designers. Everything at MakeWorks is designed around a core principle of “community + innovation = growth,” leading towards creating the premier workspace for technologists and creatives, and providing the tools, mentorship and community for them to thrive."
"MamaBake";"http://mamabake.com/";"N/A";"Lennox Head";"N/A";"N/A"
"mamanlou";"http://www.mamanlou.com/";"N/A";"N/A";"N/A";"N/A"
"Maneo";"http://www.maneo.jp/";"2007";"Nihonbashi";"Yes";"N/A"
"Manly Emporium";"http://www.manlyemporium.com";"2013";"N/A";"N/A";"N/A"
"Mano Drabuziai";"http://manodrabuziai.lt/";"2008";"Vilnius";"N/A";"N/A"
"Manyship Inc";"https://www.manyship.com/";"2013";"California";"N/A";"Traditional shipping is typically slow and when expedited expensive. ManyShip utilizes trust networks to provide low cost shipping of simple things."
"Marktplaats";"http://www.marktplaats.nl/";"N/A";"N/A";"N/A";"N/A"
"Mass Mosaic";"https://massmosaic.com";"2014";"Kingston";"N/A";"Mass Mosaic is a website that finds exchange matches with your friends, groups and community! We create an ecosystem for exchange where you can access anything “on demand.”"
"Mass Mosaic";"http://massmosaic.com";"2013";"New York";"N/A";"Mass Mosaic is a simple website that lets us exchange needs and resources. User’s on Mass Mosaic can exchange in any way you choose! This includes in any type of exchange (gifts, borrows, trades, rents, selling, collaborating), in any location (local and/or worldwide), with friends and the larger community!"
"MassiveMov";"http://www.massivemov.com/";"2011";"Vila Nova de Gaia";"N/A";"We create a financing tool that lets you create, present, disseminate, share and finance your project!"
"Maternity Exchange";"http://www.maternityexchange.sg/";"N/A";"singapore";"N/A";"N/A"
"Matrix Collaborative Business Solutions";"http://matrixcbsolutions.com";"2013";"Madison ";"N/A";"Matrix Collaborative Business Solutions functions as a community center and an ‘incubator’ for small business startups and the crossroads where the arts meets business. The Matrix mission is to facilitate the development of small businesses, private practice and creative endeavors as well as the maturation of local artists and musicians by providing the shared physical space and resources necessary for substantial growth. Matrix is an all inclusive environment which aims to service a multi-generational demographic through a business model that integrates the basic principles of collaborative consumption, cross network marketing, coworking, and time banking."
"Mattern16";"http://mattern16.amarantus.de/";"2011";"Berlin";"No";"N/A"
"Max30";"http://www.max30-1.de/";"2010";"Augsburg";"No";"N/A"
"Meal Sharing";"http://www.mealsharing.org/";"2012";"N/A";"N/A";"N/A"
"Medstartr";"http://www.medstartr.com/";"2012";"New York";"N/A";"N/A"
"Meedley";"http://meedley.com/";"N/A";"N/A";"N/A";"N/A"
"MeeMeep";"https://www.meemeep.com/";"N/A";"Melbourne";"N/A";"N/A"
"Meerijden";"http://www.meerijden.nu/";"N/A";"N/A";"N/A";"N/A"
"MeetingRooms.com";"https://www.meetingrooms.com/";"2014";"London";"£1M";"Welcome to the new economy, where work happens everywhere. On a screen, on a plane, over lunch; at home, at work, faster than ever."
"Meetmeals";"https://meetmeals.com/";"2013";"Barcelona";"N/A";"N/A"
"MegaFounder";"http://www.megafounder.com/en/";"2012";"Girona";"N/A";"N/A"
"MeinBuero Hamburg";"http://www.meinbuero-hamburg.de/";"2010";"Hamburg";"No";"N/A"
"Meine Ernte";"http://www.meine-ernte.de";"2010";"Bonn";"No";"N/A"
"Meine Spielzeupkiste";"https://www.meinespielzeugkiste.de/";"2011";"Berlin";"N/A";"N/A"
"mejorenbici";"http://www.mejorenbici.org/";"N/A";"mexico";"N/A";"N/A"
"Melbourne Bike Share";"http://www.melbournebikeshare.com.au/";"N/A";"Melbourne";"N/A";"N/A"
"Meloprestas";"http://www.meloprestas.es/";"N/A";"N/A";"N/A";"N/A"
"Microryza";"https://www.microryza.com/";"N/A";"N/A";"N/A";"N/A"
"Microtask";"http://www.microtask.com/";"2009";"Helsinki";"N/A";"N/A"
"Microventures";"http://www.microventures.com/";"N/A";"austin";"N/A";"N/A"
"Midpoint";"https://www.midpoint.com/";"2009";"N/A";"N/A";"Midpoint is a peer to peer Foreign Exchange and International Payments Platform."
"Miet24";"http://www.miet24.de/";"N/A";"N/A";"N/A";"N/A"
"Mila";"https://www.mila.com/";"2013";"Zurich";"N/A";"N/A"
"miLES";"http://madeinles.org";"2012";"New York";"N/A";"We open storefronts to possibilities by creating short-term multi-use spaces as community hubs. Think of us as the airbnb for storefronts. We lower the entry barrier for entrepreneurs, creatives and locals to use storefronts."
"MinbilDinbil";"http://www.minbildinbil.dk/";"N/A";"N/A";"N/A";"N/A"
"MinbilDinbil";"http://www.collaborativeconsumption.com/directoryitem/minbildinbil-2/www.minbildinbil.dk";"2013";"Copenhagen";"N/A";"MinbilDinbil is the leading person-to-person car sharing platform in Denmark.
We allow our wide network of car owners to rent their vehicles at an affordable price to other people who need a car."
"MiniVacationers";"http://www.minivacationers.com/";"2015";"San Francisco";"N/A";"A community marketplace for parents to list, sell, rent or buy baby equipment they no longer use. Help the little ones feel at home wherever you go."
"misterbnb";"http://www.misterbnb.com/en/index.html";"2013";"Paris";"N/A";"N/A"
"MMMule";"http://www.mmmule.com/";"2010";"Sydney";"No";"N/A"
"Mobile Suite";"http://www2.mobilesuite.de/en/coworking";"2008";"Berlin";"No";"N/A"
"mobilicidade";"http://www.mobilicidade.com.br/";"N/A";"rio de janeiro";"N/A";"N/A"
"Mobility";"http://www.mobility.ch/";"1987";"Lucerne";"No";"N/A"
"Modo";"http://www.modo.coop/";"1997";"Vancouver";"N/A";"N/A"
"mon joujou";"http://www.monjoujou.com/";"N/A";"N/A";"N/A";"N/A"
"Money360";"https://www.money360.com/";"2009";"California ";"N/A";"Money360 is an online marketplace / peer-to-peer lending platform where investors provide loans secured by commercial real estate."
"MoneyAuction";"http://www.moneyauction.co.kr";"2010";"Seoul";"No";"N/A"
"Monsieur Parking";"http://www.monsieurparking.com";"N/A";"N/A";"N/A";"N/A"
"Move About";"http://www.moveabout.net";"N/A";"oslo";"N/A";"N/A"
"Moving2you";"http://www.moving2you.com/en";"2012";"N/A";"N/A";"N/A"
"MovingWorlds";"http://movingworlds.org/";"2011";"N/A";"N/A";"The Global Experteering Network – Find the best place to volunteer your skills, anywhere you want to travel."
"MovoMovo";"http://movomovo.com/";"N/A";"N/A";"N/A";"N/A"
"Muber";"https://muber.com/";"2013";"Atlanta";"N/A";"Get the stuff you want from anywhere in the world and complete your shopping list by simply posting a request online. Say goodbye to expensive shipping costs; say hello to a meaningful, social buying experience delivered personally to you by just rewarding a friendly traveler."
"Murfie";"https://www.murfie.com/";"N/A";"Madison";"N/A";"N/A"
"MutantSpace";"http://www.mutantspace.ie/";"N/A";"N/A";"N/A";"N/A"
"Mutinerie";"http://www.mutinerie.org/";"2010";"Paris";"No";"N/A"
"Mutinerie";"http://www.mutinerie.org/";"2012";"Paris";"N/A";"N/A"
"Mutuo.cc";"http://mutuo.cc/blog/";"2013";"Porto Alegre";"N/A";"N/A"
"mutuzz";"http://www.mutuzz.com/";"N/A";"N/A";"N/A";"N/A"
"My Little Clothesline";"http://www.mylittleclothesline.com";"2009";"N/A";"N/A";"N/A"
"my recycles stuff";"http://www.myrecyclestuff.com";"N/A";"N/A";"N/A";"N/A"
"My Ride Buddy";"http://myridebuddy.com/login";"N/A";"N/A";"N/A";"N/A"
"My Swish";"http://www.myswish.co.uk";"N/A";"Brighton";"N/A";"N/A"
"My Task Angel";"http://www.mytaskangel.co.uk";"2011";"London";"N/A";"N/A"
"MyC4";"http://www.myc4.com";"2012";"N/A";"N/A";"N/A"
"myDogBuddy";"http://mydogbuddy.co.uk/";"2013";"London";"$700";"Peer-to-peer marketplace for home dog boarding and other dog services, connecting dog owners with trusted and insured dog sitters in your local area."
"MyHOSTpitality.com";"http://www.myhostpitality.com/";"2015";"DON BENITO";"N/A";"MyHOSTpitality.com is the first sharing economy online community directed to families, young people and professionals with concern for language learning and cultural exchange through the coexistence with native people in the language of interest, promoting values as hospitality and tolerance among people of other countries, cultures and languages.
The members of this community will have the possibility of contacting with other members and agreeing the exchange or stay that is more adapted to its necessities and circumstances, performing the management and agreement directly between them through our platform. Terms and conditions of the exchange are agreed upon by both parties and there is no economic transaction between them.
This way, the traditional agencies as intermediaries are eliminated and it becomes possible to reduce therefore the costs, being able to enjoy this cultural experience of languages at an accessible price, and increasing therefore the number of persons who will be able to have access to the same one. Besides, with this model, linguistic and cultural exchanges are assured because the interest is mutual.
This community is a huge opportunity for teenagers, youth people, adults or even professionals, to improve their language skills through languages immersion."
"mylittlebigswap";"http://www.mylittlebigswap.de/";"N/A";"N/A";"N/A";"N/A"
"MyNeighbor";"http://www.collaborativeconsumption.com/directoryitem/myneighbor/www.MyNeighbor.com";"2014";"Seattle";"N/A";"MyNeighbor is a neighborhood based mobile-centric marketplace for the borrowing and lending of goods and services that saves borrowers money and time while making money for the lender and/or their preferred charity. Think of us as the AirBnB for your neighborly needs & deeds, offering the liquidity of Craigslist with the safety and security of Nextdoor. We believe in the empowering nature of the shared economy and the disruptive preference of access over ownership."
"MyNewly.com";"http://www.collaborativeconsumption.com/directoryitem/mynewly-com/www.MyNewly.com";"2014";"Edmonton";"N/A";"Create a honeymoon registry to which your family and friends can contribute to your honeymoon flight, hotel, tours and activities!"
"MyRealTrip";"http://www.myrealtrip.com/";"2012";"N/A";"N/A";"N/A"
"MyStore";"http://www.mystore.com";"N/A";"N/A";"N/A";"N/A"
"myTQ";"http://mytq.co/";"2015";"N/A";"N/A";"Know more about the stranger that you’re about to have a transaction with. Ask for myTQ score."
"myTurn, PBC";"http://myturn.com";"2013";"Berkeley CA";"N/A";"The myTurn platform and marketplace make it easy for businesses, universities, and communities to rent, share, and track their tools and other goods. Import your inventory, embed it on your website, and start maximizing the value of your assets."
"MyTwinPlace";"http://www.collaborativeconsumption.com/directoryitem/mytwinplace-2/www.mytwinplace.com";"2012";"Barcelona";"N/A";"MyTwinPlace is a home swapping community for vacation rental owners and travellers enabling them to get FREE accommodation around the world by exchanging their homes with other trusted host members in just 1 click!"
"MyTwinPlace";"http://www.mytwinplace.com/";"2013";"N/A";"N/A";"N/A"
"MyWheels";"https://mywheels.nl/";"2009";"N/A";"N/A";"Rent a car in the neighbourhood or rent your own car. MyWheels is the most affordable way to share a car."
"Nachbarschaftsauto";"http://www.nachbarschaftsauto.de/";"2010";"Berlin";"No";"N/A"
"Nanny Share";"http://www.nannyshare.co.uk/";"N/A";"N/A";"N/A";"N/A"
"National Bookswap";"http://www.nationalbookswap.com/";"2004";"Suwanee GA";"N/A";"N/A"
"National Network for Child Care: Babysitting Cooperatives";"http://www.nncc.org/Choose.Quality.Care/qual.sitter.coop.html";"N/A";"Ames";"No";"N/A"
"Nautical Monkey";"http://www.nauticalmonkey.com/";"2010";"Austin";"No";"N/A"
"Nbici";"http://www.c-cycles.com/";"2007";"Madrid";"No";"N/A"
"Near Me";"http://near-me.com/";"2013";"N/A";"N/A";"Near Me provides entrepreneurs and commercial brands with a simple, easy tool for creating peer-to-peer marketplaces."
"NearDesk";"http://neardesk.com";"2012";"London";"Crowd Equity";"Desks by the hour across the United Kingdom."
"NedSpace.com (Portand)";"http://nedspace.com/Vibe.html";"2009";"Portland";"No";"N/A"
"Neeboz";"http://www.collaborativeconsumption.com/directoryitem/neeboz/www.neeboz.com";"2015";"Brisbane";"N/A";"Neeboz brings the remarkable skills and resources of a neighbourhood together. The platform assists local bartering; allowing Neebozers to earn UCreate credits to get what they need in return for offering their skills, the not-so-obvious things they can do and by lending out or trading their belongings. Join meet friendly locals, boost the household budget, the planet and the community all at the same time."
"Needbox";"http://www.needbox.com/home?locale=en";"2013";"N/A";"N/A";"N/A"
"neighbor.ly";"http://neighbor.ly/";"2012";"Kansas";"N/A";"N/A"
"NeighborFavor";"http://www.neighbfav.com/index.php";"N/A";"san luis obispo";"N/A";"N/A"
"Neighborgoods";"http://www.neighborgoods.net/";"2009";"Los Angeles";"Yes";"N/A"
"Neighborgoods";"http://neighborgoods.net/";"2009";"Los Angeles";"N/A";"Save and earn money by sharing stuff with your friends and neighbors. Join NeighborGoods and get the most out of the stuff you own."
"Neighborhood Fruit";"http://neighborhoodfruit.com/share_fruit";"N/A";"N/A";"N/A";"N/A"
"NeighborhoodFruit";"http://neighborhoodfruit.com/";"2009";"San Francisco";"N/A";"N/A"
"Neighborrrow";"http://neighborrow.com/";"2006";"New York";"No";"N/A"
"Neighborsations";"http://www.neighborsations.com/";"2013";"Detroit";"N/A";"N/A"
"Neon Worx";"http://www.neonworx.de/";"2009";"Dresden";"No";"N/A"
"Nerdbooks";"http://www.nerdbooks.co/";"N/A";"Bogota";"N/A";"N/A"
"Netcycler";"https://www.swap.com/";"2009";"Helsinki";"N/A";"N/A"
"Netflix";"http://www.netflix.com";"1997";"N/A";"N/A";"N/A"
"Netherlands";"http://www.speelotheken.nl";"2003";"Gouda";"No";"N/A"
"NewJelly";"http://www.newjelly.com/";"2010";"Oslo";"N/A";"N/A"
"next coworking";"http://next-coworking.com/";"N/A";"Paris";"N/A";"N/A"
"nextdoor";"https://nextdoor.com/";"N/A";"N/A";"N/A";"N/A"
"Nexus Car Share";"http://nexuscarshare.com.au/";"2008";"Perth";"No";"N/A"
"Nexx";"http://nexx.co.nz/";"1996";"Auckland";"No";"N/A"
"Nice Ride";"http://www.niceridemn.com/";"2009";"Minneapolisξ";"No";"N/A"
"Nimber";"https://www.nimber.com/";"2011";"Oslo";"N/A";"Nimber is a collaborative peer-to-peer service that connects people who need to send something from one place to another with people going that way anyway."
"№80 Hout Street";"http://www.coworkingcapetown.co.za/";"2014";"Cape Town";"N/A";"№80 Hout Street is an inspirational, open-plan coworking studio for respectful, easy-going, creative professionals."
"nocopynes";"http://www.nocopynes.com/";"N/A";"N/A";"N/A";"N/A"
"Nomador";"http://www.collaborativeconsumption.com/directoryitem/nomador/www.nomador.com";"2013";"Sydney";"N/A";"Nomador is an international house-sitting community. It helps homeowners get in contact with house-sitters and make arrangements for their homes to be “sat” while they travel. House sitters can travel to new destinations all around the world, immersing themselves in a different culture, and for free.
Through this trust-based community platform, house sitting opportunities become more available to the general public."
"Nopsa Fashion Library";"N/A";"N/A";"N/A";"N/A";"N/A"
"Norita";"http://www.norita.com.au/";"N/A";"sydney";"N/A";"N/A"
"North Portland Tool Library";"http://www.northportlandtoollibrary.org/";"2012";"Portland";"No";"N/A"
"Norway";"http://www.ludens.no/";"2008";"lesund";"No";"N/A"
"not far from the tree";"http://www.notfarfromthetree.org/";"2008";"Toronto (ontario)";"N/A";"N/A"
"Nuride";"http://www.nuride.com";"2002";"Essex";"No";"N/A"
"Obopay";"http://www.obopay.com/";"2005";"N/A";"N/A";"Obopay offers businesses a unique, integrated processing platform that is capable of linking multiple participants into a transaction network by adapting to a variety of payment technologies."
"Obsso";"http://obsso.com/";"2013";"Armilla";"N/A";"N/A"
"Obsso";"http://obsso.com/";"2013";"Granada";"N/A";"Obsso is a simple platform to give and get free stuff based in trust and community."
"Occasional Butler";"http://www.occasionalbutler.com/";"N/A";"Melbourne";"N/A";"N/A"
"Oddswop";"http://www.collaborativeconsumption.com/directoryitem/oddswop/www.oddswop.com.au";"2013";"Sydney";"N/A";"Oddswop is a brand new, Australian-based online classifieds site for selling or giving away your unwanted new or pre-loved household goods, and a place to find a bargain from other people. Connect with like-minded people in your local area, join the upcycle revolution, and put some extra cash in your pocket while you do it!"
"Office Nomads (Seattle)";"http://www.officenomads.com/";"2007";"Seattle";"No";"N/A"
"Olive Trips";"http://www.olivetrips.com/";"2011";"Vadodara";"N/A";"N/A"
"OliveTrips";"http://www.olivetrips.com";"N/A";"Vadodara";"N/A";"N/A"
"OLX";"http://olx.pl/";"2014";"N/A";"N/A";"N/A"
"OMGstorage";"http://omgstorage.com";"2012";"North Miami Beach";"N/A";"The #1 comparison shopping site for finding, reserving self storage or vehicle storage online & phone. We have over 7,500 storage facilities with one near you. Find your storage unit and book it for free, no credit card or deposit required."
"One Block Off The Grid";"http://www.1bog.com";"2008";"San Francisco";"Yes";"N/A"
"OneFineStay";"http://www.onefinestay.com/";"2009";"London";"N/A";"N/A"
"Oneflare";"https://www.oneflare.com.au/";"N/A";"Sydney";"N/A";"Oneflare – The quickest way to get quotes and hire trusted local services."
"Oneflare UK";"http://www.oneflare.co.uk/";"N/A";"London";"N/A";"Oneflare is the easiest way to find and hire local trusted service providers. Fill in the form saying what you need done and get free quotes from several tradesmen."
"Onne Pank / Bank of Happiness";"http://www.onnepank.ee/";"2008";"N/A";"No";"N/A"
"Oodle";"http://www.oodle.com/";"2005";"N/A";"Yes";"N/A"
"Open Closet";"http://theopencloset.net/";"2011";"Seoul";"N/A";"N/A"
"Open Garden";"https://opengarden.com/";"N/A";"N/A";"N/A";"N/A"
"Opendesks";"http://www.opendesks.com/";"2010";"Philadelphia";"No";"N/A"
"OpenMarq";"http://openmarq.com/";"2014";"Palo Alto";"N/A";"Trade with anyone, anywhere – an implementation of the collaborative economy. Free site for everyone with the addition of a customized platform for entrepreneurs and organizations."
"OpenShed";"http://www.openshed.com.au/";"N/A";"Sydney";"N/A";"N/A"
"Orix Auto";"http://www.orix.co.jp/grp/co_e/japan/gr_c_auto.htm";"1964";"Minato Osaka";"No";"N/A"
"Our Goods";"http://ourgoods.org";"2009";"New York";"N/A";"N/A"
"Outpost";"http://outpost.travel";"2013";"N/A";"N/A";"Zilyo is the world’s top vacation rental search site with currently over 2 million listings in more than 50,000 destinations around the globe. We return results for short term rentals ranging from apartments, houses, cottages, villas, castles, and even igloos, from all over the world."
"Outside the Cube (Bay Area)";"http://www.otcsf.com/";"2008";"San Francisco";"Yes";"N/A"
"Ov Fiets";"http://www.ov-fiets.nl/";"N/A";"N/A";"N/A";"N/A"
"OV-fiets";"http://www.ov-fiets.nl/";"N/A";"N/A";"N/A";"OV-bicycle is the easy rental bike for the last part of your trip. If you arrive by train at the station, you can rent quickly a public bike to ride to your appointment."
"OwnerAide";"http://www.owneraide.com";"2012";"Boston";"N/A";"N/A"
"Ownshelf";"http://ownshelf.com/";"2012";"N/A";"N/A";"N/A"
"Oya";"http://www.oya.fr/";"N/A";"paris";"N/A";"N/A"
"Ozlance";"http://ozlance.com/";"2006";"Canberra";"No?";"N/A"
"OzRecycle";"http://www.ozrecycle.com/";"2007";"Sydney";"N/A";"N/A"
"P2P Cash";"http://www.p2pcash.com";"2011";"Atlanta";"N/A";"P2P Cash is working with partners to create and propagate mobile banking standards to enable 3 Billion consumers worldwide to access low cost financial services via their cellphones."
"P2PU";"https://p2pu.org/en/";"2009";"N/A";"N/A";"N/A"
"Pack Out Gear";"http://www.collaborativeconsumption.com/directoryitem/pack-out-gear/www.packoutgear.com";"2013";"Boston";"N/A";"Camping just got easier!"
"Packmule";"http://packmule.it/welcome/";"2013";"N/A";"N/A";"N/A"
"Panjo";"http://www.collaborativeconsumption.com/directoryitem/panjo/www.panjo.com";"2010";"Santa Monica";"$1.6M";"Panjo is a recommerce marketplace for auto, sport, and hobby enthusiasts."
"Paperback Swap";"http://Paperbackswap.com";"2004";"Suwanee GA";"N/A";"N/A"
"Paragraph";"http://www.paragraphny.com/space/";"2005";"New York";"No";"N/A"
"Parcelio";"http://www.parcelio.com/";"2011";"San Francisco";"N/A";"Send parcels to China, HK and Taiwan."
"PariSoMa";"http://www.parisoma.com/";"2008";"San Francisco";"No";"N/A"
"Park at my House";"http://www.parkatmyhouse.com";"2006";"London";"Yes";"N/A"
"Park Circa";"http://www.parkcirca.com/";"2010";"San Francisco";"N/A";"N/A"
"Park Ferme";"http://www.parc-ferme.co.uk/";"N/A";"N/A";"N/A";"N/A"
"ParkFlyRent";"http://www.parkflyrent.nl/";"2013";"N/A";"N/A";"ParkFlyRent, the social way to park & rent. Park your car for free at the airport, rent it out and fly."
"Parkhound";"http://www.collaborativeconsumption.com/directoryitem/parkhound-2/www.parkhound.com.au";"2013";"Melbourne";"500";"Parkhound is Australia’s Number 1 parking marketplace. Property owners lease their driveway or garage and drivers lease a parking space for 50-60% cheaper than commerical rates."
"Parkhound";"http://www.collaborativeconsumption.com/directoryitem/parkhound/www.parkhound.com.au";"2013";"Melbourne";"N/A";"Australia’s Number #1 parking community and marketplace"
"Parking Space Auction App";"https://parkingauction.com/";"2010";"New York";"No";"N/A"
"ParkingMadeEasy";"http://www.parkingmadeeasy.com.au/";"N/A";"Sydney";"N/A";"N/A"
"Parkit";"http://parkit.ch/";"2011";"Zurich";"N/A";"N/A"
"ParkMyVan";"http://parkmyvan.com.au/";"2011";"Sydney";"No";"N/A"
"ParkonmyDrive";"http://www.parkonmydrive.com/";"2008";"London";"No";"N/A"
"Parkplatzking UG";"http://www.parkplatzking.de";"2012";"Karlsruhe";"N/A";"Parkplatzsharing und günstige Parkplätze an Flughäfen und in Städten."
"Parku";"https://parku.ch/en_GB/search/Zurich";"N/A";"Zurich";"N/A";"N/A"
"partage senior";"http://www.partage-senior.net";"N/A";"N/A";"N/A";"N/A"
"PassItOn";"http://www.passiton.org.sg/site/passiton/passiton.shtml";"N/A";"Singapore";"N/A";"N/A"
"PATS Carshare";"http://www.patscarshare.com/";"N/A";"San Jose";"N/A";"N/A"
"Pave";"http://www.collaborativeconsumption.com/directoryitem/pave/www.pave.com";"2012";"New York";"N/A";"Pave makes credit accessible and affordable to young people, and that mission guides everything we do."
"Pawshake Inc";"http://www.pawshake.com/";"2013";"Palo Alto CA";"N/A";"Pawshake is world’s largest online marketplace for pet services, including home dog boarding, dog walking and cat sitting. Pawshake is present in 10+ countries and is backed by AirTree Ventures."
"Peeps-N-Things.com";"http://www.collaborativeconsumption.com/directoryitem/peeps-n-things-com/www.Peeps-N-Things.com";"2014";"Edmonton";"N/A";"Collaborative marketplace to share your skills and things."
"Peerbackers";"http://peerbackers.com/";"N/A";"palm beach";"N/A";"N/A"
"Peerbackers";"http://peerbackers.com/";"2010";"Jupiter";"N/A";"N/A"
"Peerby";"http://www.peerby.com/";"2011";"Amsterdam";"N/A";"N/A"
"Peerby";"https://peerby.com/";"2013";"N/A";"N/A";"Peerby is the website and app that enables you to borrow the things you need from people in their neighborhood in 30 minutes."
"Peernik";"http://www.peernik.com/";"2013";"N/A";"N/A";"Peernik is a mobile-first peer-to-peer local commerce platform and mobile application that enables people to buy and sell their stuff."
"peerTransfer";"http://www.collaborativeconsumption.com/directoryitem/6971/www.peertransfer.com";"2009";"Boston";"N/A";"We offer a secure, seamless and easy-to-navigate system for international students allows them to pay in their home currency, and saves them a significant amount of money. For many currencies, peerTransfer provides foreign exchange rates unmatched by traditional banks. These rates can result in a significant savings – up to thousands of dollars per each year of tuition. And, we provide international 24×7 support across multiple channels – voice, Skype, chat or email – to guide students through the process."
"Pendlernetz";"http://pendlernetz.de/";"2002";"Stuttgart";"No";"N/A"
"Pendo International";"http://www.pendo.cc";"2014";"Maastricht";"N/A";"Pendo is a social exchange platform that allows its members to earn a living in the social economy. Individuals can create an exchange account and offer goods and services in exchange for pendos. The exchange account functions similar to an online bank account with pendos as exchange medium. All services and goods are priced in Pendos. Individuals can earn Pendos by offering services to the community and spend Pendos by receiving services offered by other members of the community."
"Pepiniere27";"http://www.pepiniere27.fr/";"N/A";"Paris";"N/A";"N/A"
"Perekeskus";"http://www.lelula.ee";"2001";"Tartu";"No";"N/A"
"PetHomeStay";"http://www.pethomestay.com/";"2012";"Melbourne";"N/A";"N/A"
"PetHomeStay";"http://www.collaborativeconsumption.com/directoryitem/pethomestay-2/pethomestay.com.au";"2013";"Melbourne";"N/A";"Australia’s Original Sharing Economy for Pets. We connect Pet Owners that need help to Trusted Local Pet Care, providing vet insurance, liability cover and 24×7 support."
"Petsodia.com";"http://www.collaborativeconsumption.com/directoryitem/petsodia-com/www.petsodia.com";"2014";"KUALA LUMPUR";"bootstrapped";"Get a pet-lover to take care of your pets while you are away from home, rather just put them in a cold, abandoned cage in a commercialized kennel!"
"peuplade";"http://www.peuplade.fr/";"N/A";"N/A";"N/A";"N/A"
"Philly Kitchen Share";"http://www.phillykitchenshare.com";"N/A";"Philadelphia";"N/A";"N/A"
"PhillyCarShare";"http://www.phillycarshare.org/";"2009";"Philadelphia";"N/A";"N/A"
"PI28";"http://www.pi28.de/";"N/A";"N/A";"N/A";"N/A"
"Picknpass";"http://www.picknpass.com/#idea";"2011";"N/A";"N/A";"picknpass connects people moving from A to B as part of their daily routine to business and private customers alike, that need record fast logistics operation"
"PickUp Pal";"http://www.pickuppal.com";"N/A";"Toronto";"N/A";"N/A"
"Piggyback Technologies";"http://www.collaborativeconsumption.com/directoryitem/piggyback-technologies/www.piggyback.co";"2014";"San Diego";"100,000";"Piggyback is an on demand crowd shipping mobile platform that connects users with drivers that are available to pick and deliver goods within the same day. Currently available on the Android Marketplace."
"PiggyBee";"http://www.piggybee.com/";"2012";"N/A";"N/A";"N/A"
"Pleasebringme";"http://pleasebringme.com/";"2012";"N/A";"N/A";"N/A"
"Pocketjobs";"http://www.pocketjobs.co.nz/";"2012";"N/A";"N/A";"N/A"
"Pogoride";"https://www.pogoride.com/";"2013";"Vancouver";"N/A";"N/A"
"Polak Potrafi";"http://polakpotrafi.pl/";"2011";"N/A";"N/A";"N/A"
"Polly Clothing";"http://www.pollyclothing.com/";"2012";"Wellington";"N/A";"Polly Clothing sells amazingly top quality pre loved children’s clothing online throughout New Zealand and beyond!"
"PoolCircle";"http://www.poolcircle.com/";"2013";"Bangalore";"N/A";"PoolCircle is Bangalore based start up enabling carpooling through iOS and Android app."
"Pop-up Brands";"http://www.popupbrands.com.au";"2010";"N/A";"N/A";"N/A"
"PopFunding";"http://www.popfunding.com/";"2007";"Seoul";"No";"N/A"
"Popup Brands";"https://popupbrands.com.au/";"N/A";"N/A";"N/A";"N/A"
"Pour-combien.com";"http://www.pour-combien.com/";"2014";"Paris";"2014";"Pour-combien.com is a platform where people can find someone in their neighborhood to have their to-do’s done: cleaning, moving and packing, handyman, delivery…"
"Pozible";"http://www.pozible.com.au/";"2010";"Melbourne";"No";"N/A"
"Ppdai";"http://www.ppdai.com/";"2007";"Shanghai";"Yes";"N/A"
"Prestiamoci";"http://www.prestiamoci.it/";"2009";"Turin";"Yes";"N/A"
"pret a changer";"http://pretachanger.fr/";"N/A";"N/A";"N/A";"N/A"
"pret a troquer";"http://www.pretatroquer.fr";"N/A";"N/A";"N/A";"N/A"
"pret d’union";"http://www.pretdunion.fr/";"N/A";"N/A";"N/A";"N/A"
"PretaSol (Spain)";"http://www.pretasol.com";"2009";"Estepona";"No";"N/A"
"PriorAttire";"http://www.shoppriorattire.com";"2009";"Cleveland TN";"N/A";"N/A"
"Private Sea (UK)";"http://www.privatsea.com/";"2004";"London";"No";"N/A"
"Producia";"http://www.producia.org/";"2012";"Virginia";"N/A";"N/A"
"Propaloo";"https://propaloo.com/";"N/A";"Oregon";"N/A";"N/A"
"Property Collectives";"http://propertycollectives.com.au/";"N/A";"Melbourne";"N/A";"N/A"
"Prosper";"http://www.prosper.com/";"2006";"San Francisco";"N/A";"N/A"
"ProStudio Exchange";"http://www.prostudioexchange.com";"N/A";"N/A";"N/A";"N/A"
"Protein Studio";"http://www.protein-one.com/studio/";"N/A";"Sydney";"N/A";"N/A"
"Pto Decontato";"http://www.ptodecontato.com.br/";"N/A";"N/A";"N/A";"N/A"
"Publibike";"https://www.publibike.ch/en/ueber-uns.html";"2011";"N/A";"N/A";"N/A"
"PucaTrade";"https://www.pucatrade.com/static/index.html";"2011";"Oakland California";"N/A";"N/A"
